Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14358,DragonHeart: Fire & Steel,PS,1996.0,Action,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03
11745,AKB1/149: Love Election,PSV,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
10111,NHL Hitz 20-03,XB,2002.0,Sports,Midway Games,0.08,0.02,0.0,0.0,0.11
2537,Patapon,PSP,2007.0,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0.17,0.81
3671,Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,PS2,2002.0,Sports,Sega,0.0,0.0,0.55,0.0,0.55
5704,ExerBeat,Wii,2010.0,Sports,Namco Bandai Games,0.1,0.18,0.0,0.03,0.31
7540,Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014.0,Role-Playing,Tecmo Koei,0.06,0.05,0.08,0.02,0.2
807,Sim Theme Park,PC,1998.0,Strategy,Electronic Arts,2.04,0.04,0.0,0.0,2.08
10352,Mega Man Battle Network 5: Double Team DS (JP sales),DS,2005.0,Role-Playing,Nintendo,0.0,0.0,0.11,0.0,0.11
10089,Super Swing Golf Season 2,Wii,2007.0,Sports,Rising Star Games,0.08,0.0,0.03,0.01,0.11
13008,Battleship / Connect Four / Sorry! / Trouble,DS,2006.0,Puzzle,"Destination Software, Inc",0.05,0.0,0.0,0.0,0.05
6002,Ben 10 Ultimate Alien: Cosmic Destruction,Wii,2010.0,Platform,D3Publisher,0.17,0.1,0.0,0.02,0.29
11474,Chronicles of Mystery: The Secret Tree of Life,DS,2011.0,Adventure,City Interactive,0.03,0.04,0.0,0.01,0.08
10203,Soma Bringer,DS,2008.0,Role-Playing,Nintendo,0.0,0.0,0.11,0.0,0.11
4913,Thrasher Presents: Skate and Destroy,PS,1998.0,Sports,Take-Two Interactive,0.22,0.15,0.0,0.03,0.39
13383,Crazy Chicken: Atlantis Quest,DS,2007.0,Platform,Phenomedia,0.04,0.0,0.0,0.0,0.05
3037,Minecraft: Story Mode,PS4,2015.0,Adventure,Mojang,0.23,0.33,0.0,0.11,0.67
4064,Sniper: Art of Victory,PC,2008.0,Shooter,City Interactive,0.0,0.45,0.0,0.03,0.49
12529,Digimon All-Star Rumble,X360,2014.0,Fighting,Namco Bandai Games,0.04,0.01,0.0,0.01,0.06
4294,Vin Diesel: Wheelman,X360,2009.0,Racing,Ubisoft,0.24,0.17,0.0,0.05,0.46
3018,Blazing Angels: Squadrons of WWII,PS3,2006.0,Simulation,Ubisoft,0.35,0.22,0.0,0.1,0.67
3001,Fight Night 2004,XB,2004.0,Fighting,Electronic Arts,0.51,0.15,0.0,0.02,0.68
128,The Legend of Zelda,NES,1986.0,Action,Nintendo,3.74,0.93,1.69,0.14,6.51
10566,NHL 2004,GC,2003.0,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.1
12669,Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006.0,Shooter,Ubisoft,0.03,0.02,0.0,0.01,0.06
9492,Rally Fusion: Race of Champions,PS2,2002.0,Racing,Activision,0.06,0.05,0.0,0.02,0.13
11843,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016.0,Action,Activision,0.04,0.02,0.0,0.01,0.07
3745,Inazuma Eleven GO,3DS,2011.0,Role-Playing,Nintendo,0.0,0.05,0.48,0.0,0.54
11045,Ochaken no Heya DS 2,DS,2007.0,Simulation,MTO,0.0,0.0,0.09,0.0,0.09
3625,Purr Pals,DS,2007.0,Simulation,THQ,0.18,0.36,0.0,0.02,0.56
100,Battlefield 3,X360,2011.0,Shooter,Electronic Arts,4.46,2.13,0.06,0.69,7.34
3678,Tak and the Power of Juju,GBA,2003.0,Platform,THQ,0.39,0.15,0.0,0.01,0.55
15977,Misshitsu no Sacrifice,PSP,2010.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02
6957,LEGO Marvel's Avengers,WiiU,2016.0,Action,Warner Bros. Interactive Entertainment,0.12,0.09,0.0,0.02,0.23
2992,Sniper Elite 3,PS4,2014.0,Shooter,505 Games,0.22,0.33,0.0,0.13,0.68
8570,Robots,GC,2005.0,Action,Vivendi Games,0.12,0.03,0.0,0.0,0.16
15283,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,DS,2008.0,Misc,Benesse,0.0,0.0,0.02,0.0,0.02
11735,Yoru no Nai Kuni,PS4,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,0.08,0.0,0.08
989,Metroid II: Return of Samus,GB,1991.0,Adventure,Nintendo,0.85,0.31,0.56,0.04,1.76
7609,Saints Row IV,XOne,2015.0,Action,Deep Silver,0.1,0.09,0.0,0.02,0.2
16553,God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,2016.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
6211,NHL Hitz 20-03,PS2,2002.0,Sports,Midway Games,0.14,0.11,0.0,0.04,0.28
9862,DreamWorks Super Star Kartz,3DS,2011.0,Racing,Activision,0.08,0.03,0.0,0.01,0.12
13156,Pirates vs Ninja Dodgeball,Wii,2009.0,Sports,SouthPeak Games,0.05,0.0,0.0,0.0,0.05
10826,Disney's Aladdin in Nasira's Revenge,PS,2000.0,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09
9758,Daikaijyuu Monogatari II,SNES,1996.0,Role-Playing,Hudson Soft,0.0,0.0,0.12,0.0,0.12
1705,Just Dance 4,X360,2012.0,Misc,Ubisoft,0.9,0.2,0.0,0.08,1.19
1643,Cars,PSP,2006.0,Racing,THQ,0.72,0.29,0.0,0.21,1.22
13171,Baku Baku,SAT,1995.0,Puzzle,Sega,0.0,0.0,0.05,0.0,0.05
5827,Shrek Swamp Kart Speedway,GBA,2002.0,Racing,TDK Mediactive,0.22,0.08,0.0,0.01,0.3
6319,Bridge,2600,1980.0,Misc,Activision,0.25,0.02,0.0,0.0,0.27
15494,PC Engine Best Collection: Tengai Makyou Collection,PSP,2008.0,Role-Playing,Hudson Soft,0.0,0.0,0.02,0.0,0.02
3311,Duke Nukem: Total Meltdown,PS,1997.0,Shooter,GT Interactive,0.34,0.23,0.0,0.04,0.61
4240,Rygar: The Legendary Adventure,PS2,2002.0,Action,Wanadoo,0.2,0.15,0.06,0.05,0.46
12356,R-Types,PS,1998.0,Shooter,Virgin Interactive,0.04,0.02,0.0,0.0,0.06
8969,Barbie Superpack: Secret Agent / Groovy Games,GBA,2005.0,Misc,Vivendi Games,0.1,0.04,0.0,0.0,0.15
8038,Ghostbusters: The Video Game,PSP,2009.0,Action,Atari,0.16,0.01,0.0,0.02,0.18
5162,NCAA Football 07,PSP,2006.0,Sports,Electronic Arts,0.34,0.0,0.0,0.03,0.37
12439,Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,2012.0,Action,Sega,0.0,0.0,0.06,0.0,0.06
7975,J-League Pro Soccer Club o Tsukurou! 5,PS2,2007.0,Sports,Sega,0.0,0.0,0.19,0.0,0.19
3366,Disney Sing It! High School Musical 3: Senior Year,Wii,2008.0,Misc,Disney Interactive Studios,0.32,0.23,0.0,0.04,0.6
12979,Mr Bean's Wacky World of Wii,Wii,2009.0,Adventure,Blast! Entertainment Ltd,0.0,0.05,0.0,0.0,0.05
8317,The Rise of the Argonauts,X360,2008.0,Role-Playing,Codemasters,0.03,0.12,0.0,0.01,0.17
2205,Castlevania: Lament of Innocence,PS2,2003.0,Action,Konami Digital Entertainment,0.46,0.36,0.0,0.12,0.94
1083,Metroid Fusion,GBA,2002.0,Action,Nintendo,1.18,0.27,0.17,0.06,1.68
6092,El Shaddai: Ascension of the Metatron,PS3,2011.0,Action,Ignition Entertainment,0.11,0.07,0.08,0.03,0.29
11460,The Legend of Alon D'ar,PS2,2001.0,Role-Playing,Ubisoft,0.04,0.03,0.0,0.01,0.08
7894,The Heavy Rain and Beyond: Two Souls Collection,PS4,2016.0,Action,Sony Computer Entertainment,0.0,0.16,0.0,0.03,0.19
16505,Naraku no Shiro,PS2,2008.0,Adventure,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01
1491,TOCA 2: Touring Cars,PS,1998.0,Racing,Codemasters,0.03,1.16,0.02,0.11,1.32
9825,Animal Genius,DS,2007.0,Puzzle,Ubisoft,0.11,0.0,0.0,0.01,0.12
7654,DanceDanceRevolution,PS3,2010.0,Simulation,Konami Digital Entertainment,0.12,0.05,0.0,0.02,0.2
2208,Bayonetta,X360,2009.0,Action,Sega,0.51,0.26,0.09,0.08,0.94
8174,Tales of the Tempest,DS,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18
15242,Discovery Kids: Snake Safari,DS,2009.0,Simulation,505 Games,0.02,0.0,0.0,0.0,0.02
15937,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,DS,2008.0,Action,Takara Tomy,0.0,0.0,0.02,0.0,0.02
8933,Kung-Fu: High Impact,X360,2011.0,Action,Black Bean Games,0.08,0.06,0.0,0.01,0.15
6831,Boogie SuperStar,Wii,2008.0,Misc,Electronic Arts,0.2,0.02,0.0,0.02,0.24
11712,Pinball Hall of Fame: The Gottlieb Collection,XB,2004.0,Misc,Crave Entertainment,0.06,0.02,0.0,0.0,0.08
12281,BMX XXX,GC,2002.0,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06
1625,Castlevania,NES,1986.0,Platform,Konami Digital Entertainment,0.54,0.06,0.62,0.01,1.23
4467,Naruto: Gekito Ninja Taisen! 3,GC,2004.0,Fighting,Tomy Corporation,0.0,0.0,0.43,0.01,0.44
4063,Football Manager Handheld 2009,PSP,2008.0,Sports,Sega,0.0,0.47,0.0,0.02,0.49
5781,Major League Baseball 2K8,PS3,2008.0,Sports,Bethesda Softworks,0.28,0.0,0.0,0.02,0.31
8607,Blitz: The League,X360,2006.0,Sports,Midway Games,0.15,0.0,0.0,0.01,0.16
9356,Shonen Jump's One Piece: Grand Battle,PS2,2005.0,Fighting,Atari,0.07,0.05,0.0,0.02,0.13
13726,Off-Road Drive,PC,2011.0,Racing,1C Company,0.0,0.03,0.0,0.01,0.04
4862,NBA Live 2002,XB,2001.0,Sports,Electronic Arts,0.35,0.03,0.0,0.02,0.4
3633,Dragon Age: Inquisition,X360,2014.0,Role-Playing,Electronic Arts,0.35,0.16,0.0,0.05,0.55
15681,50 Classic Games,3DS,2012.0,Misc,Avanquest Software,0.0,0.02,0.0,0.0,0.02
13987,NHL Legacy,PS3,2015.0,Action,Electronic Arts,0.03,0.0,0.0,0.01,0.04
12994,IndyCar Series,XB,2003.0,Racing,Codemasters,0.04,0.01,0.0,0.0,0.05
11375,Super Monkey Ball Adventure,PSP,2006.0,Platform,Sega,0.05,0.02,0.0,0.01,0.08
15332,Hellgate: London,PC,2007.0,Role-Playing,Electronic Arts,0.0,0.02,0.0,0.0,0.02
5995,NBA Live 06,X360,2005.0,Sports,Electronic Arts,0.27,0.0,0.0,0.02,0.29
9780,Lost Planet 3,X360,2013.0,Shooter,Capcom,0.07,0.04,0.01,0.01,0.12
7076,The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,PSP,2009.0,Adventure,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23
6007,From TV Animation One Piece: Treasure Battle!,GC,2002.0,Fighting,Namco Bandai Games,0.0,0.0,0.28,0.01,0.29
14060,Cook Wars,Wii,2009.0,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.04
10598,[Prototype 2],PC,2012.0,Action,Activision,0.07,0.02,0.0,0.01,0.1
13900,Dynasty Warriors Vol. 2 (JP sales),PSP,2006.0,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
8218,Green Lantern: Rise of the Manhunters,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,0.09,0.05,0.0,0.03,0.17
11054,Ski-Doo Snowmobile Challenge,Wii,2009.0,Racing,Valcon Games,0.08,0.0,0.0,0.01,0.09
13449,Kimi ni Todoke: Tsutaeru Kimochi,DS,2011.0,Adventure,Banpresto,0.0,0.0,0.05,0.0,0.05
13233,Nicktoons: Attack of the Toybots,DS,2007.0,Platform,THQ,0.04,0.0,0.0,0.0,0.05
9300,Kamen Rider Battle: Ganbaride,DS,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
9068,SBK 2011: FIM Superbike World Championship,PS3,2011.0,Racing,Black Bean Games,0.01,0.1,0.0,0.03,0.14
4813,Battalion Wars,GC,2005.0,Strategy,Nintendo,0.25,0.07,0.07,0.01,0.4
8791,Kidou Senkan Nadesico,SAT,1997.0,Strategy,Sega,0.0,0.0,0.15,0.0,0.15
5576,Def Jam Rapstar,PS3,2010.0,Misc,Konami Digital Entertainment,0.25,0.05,0.0,0.03,0.33
5144,Super Robot Taisen EX,SNES,1994.0,Strategy,Banpresto,0.0,0.0,0.37,0.0,0.37
6677,Golden Nugget Casino,GBA,2004.0,Misc,Majesco Entertainment,0.18,0.07,0.0,0.0,0.25
14880,D.C. III: Da Capo III,PSP,2013.0,Adventure,Kadokawa Games,0.0,0.0,0.03,0.0,0.03
13734,Grand Theft Auto: Vice City,PC,2003.0,Action,Take-Two Interactive,0.0,0.03,0.0,0.01,0.04
12843,Bombastic,PS2,2002.0,Puzzle,Capcom,0.03,0.02,0.0,0.01,0.05
15600,Frisbee Disc Freestyle / Frisbee Disc Golf,DS,2007.0,Sports,DSI Games,0.02,0.0,0.0,0.0,0.02
14558,Pro Cycling Manager 2016,PC,2016.0,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03
6332,Yu-Gi-Oh! The Sacred Cards (JP weekly sales),GBA,2002.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.26,0.01,0.27
11156,Digimon World 4,GC,2005.0,Role-Playing,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09
6539,RealSports Football,2600,1981.0,Sports,Atari,0.24,0.01,0.0,0.0,0.26
8514,The Legend of Heroes VII: The Trail of Zero,PSP,2010.0,Role-Playing,Falcom Corporation,0.0,0.0,0.16,0.0,0.16
914,Ratchet & Clank Future: A Crack in Time,PS3,2009.0,Platform,Sony Computer Entertainment,1.05,0.54,0.03,0.26,1.88
5601,Bust-A-Move '99,PS,1997.0,Puzzle,Acclaim Entertainment,0.18,0.12,0.0,0.02,0.32
3108,Monster Jam: Maximum Destruction,PS2,2002.0,Racing,Ubisoft,0.32,0.25,0.0,0.08,0.65
8179,UFC: Sudden Impact,PS2,2004.0,Fighting,Global Star,0.09,0.07,0.0,0.02,0.18
13331,Microsoft Train Simulator,PC,2001.0,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05
10960,Wonder World Amusement Park,DS,2009.0,Misc,Majesco Entertainment,0.08,0.0,0.0,0.01,0.09
6556,Classic NES Series: Bomberman,GBA,2004.0,Action,Nintendo,0.1,0.04,0.11,0.01,0.26
5248,Frogs And Flies,2600,1981.0,Action,Mattel Interactive,0.33,0.02,0.0,0.0,0.36
6534,Indiana Jones and the Staff of Kings,PSP,2009.0,Action,Activision,0.11,0.1,0.0,0.06,0.26
10548,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,DS,2007.0,Misc,Paon,0.0,0.0,0.1,0.0,0.1
15915,Evil Genius,PC,2004.0,Strategy,Vivendi Games,0.0,0.01,0.0,0.0,0.02
10156,American Girl: Julie Finds a Way,DS,2007.0,Adventure,THQ,0.1,0.0,0.0,0.01,0.11
10506,The Story of Noah's Ark,DS,2010.0,Action,SouthPeak Games,0.1,0.0,0.0,0.01,0.1
6848,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,PS2,2006.0,Misc,Sega,0.0,0.0,0.24,0.0,0.24
14827,Gauntlet / Rampart,GBA,2005.0,Misc,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
5776,Jampack Volume 12,PS2,2005.0,Misc,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31
11657,Frogger Beyond,XB,2002.0,Platform,Konami Digital Entertainment,0.06,0.02,0.0,0.0,0.08
8158,EyeToy: Groove,PS2,2003.0,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18
1433,Ryse: Son of Rome,XOne,2013.0,Action,Microsoft Game Studios,0.82,0.42,0.0,0.11,1.36
14266,Street Supremacy,PSP,2005.0,Racing,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.03
10973,New Legends,XB,2002.0,Action,THQ,0.07,0.02,0.0,0.0,0.09
1706,Metal Gear Solid VR Missions,PS,1999.0,Adventure,Konami Digital Entertainment,0.66,0.45,0.0,0.08,1.18
13155,Assassin's Creed: Altair's Chronicles,DS,2008.0,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.05
9661,Sonic Jam,SAT,1997.0,Platform,Sega,0.0,0.0,0.12,0.0,0.12
2490,Brute Force,XB,2003.0,Shooter,Microsoft Game Studios,0.62,0.18,0.01,0.03,0.83
16343,Grooverider: Slot Car Thunder,GC,2003.0,Racing,Encore,0.01,0.0,0.0,0.0,0.01
3418,Tales of Rebirth,PS2,2004.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.59,0.0,0.59
7523,Two Worlds II,PC,2011.0,Role-Playing,Unknown,0.09,0.09,0.0,0.03,0.2
15262,Jelly Belly: Ballistic Beans,Wii,2009.0,Puzzle,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02
14233,Gaia Saver Hero Saidai no Sakusen,SNES,1994.0,Role-Playing,Banpresto,0.0,0.0,0.03,0.0,0.03
3979,Dance Dance Revolution Universe 2,X360,2007.0,Simulation,Konami Digital Entertainment,0.46,0.01,0.0,0.04,0.5
8024,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005.0,Action,Disney Interactive Studios,0.15,0.02,0.0,0.01,0.18
10003,Hollywood Squares,Wii,2010.0,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.11
8176,Biohazard: Revival Selection,PS3,2011.0,Action,Capcom,0.0,0.0,0.18,0.0,0.18
2937,MotionSports,X360,2010.0,Sports,Ubisoft,0.38,0.26,0.0,0.06,0.7
8202,Marvel Super Hero Squad: The Infinity Gauntlet,PS3,2010.0,Action,THQ,0.12,0.03,0.0,0.02,0.18
14427,Galleon: Islands of Mystery,XB,2004.0,Action,SCi,0.02,0.01,0.0,0.0,0.03
5960,Grandia II,PS2,2002.0,Role-Playing,Ubisoft,0.14,0.11,0.0,0.04,0.29
1735,Medal of Honor: Rising Sun,XB,2003.0,Shooter,Electronic Arts,0.76,0.36,0.0,0.05,1.17
12761,Roogoo Twisted Towers,Wii,2009.0,Puzzle,SouthPeak Games,0.05,0.0,0.0,0.0,0.06
2264,Crysis 3,X360,2013.0,Shooter,Electronic Arts,0.51,0.33,0.01,0.08,0.92
6495,Lumines: Electronic Symphony,PSV,2012.0,Misc,Ubisoft,0.11,0.1,0.01,0.05,0.26
9879,NBA 2K2,GC,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.12
8185,ESPN X Games Skateboarding,GBA,2001.0,Sports,Konami Digital Entertainment,0.13,0.05,0.0,0.0,0.18
14966,Carmen Sandiego: The Secret of the Stolen Drums,XB,2004.0,Action,BAM! Entertainment,0.02,0.01,0.0,0.0,0.02
11521,Serious Sam 3: BFE,PC,2011.0,Shooter,Mastertronic,0.01,0.05,0.0,0.01,0.08
14038,Caesar III,PC,1998.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04
4284,Tomb Raider: Legend,PSP,2006.0,Action,Eidos Interactive,0.09,0.24,0.0,0.12,0.46
13963,Da Capo I & II Plus Situation Portable,PSP,2010.0,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04
2739,The Godfather II,PS3,2009.0,Action,Electronic Arts,0.41,0.22,0.01,0.11,0.75
9182,Jim Henson's the Muppets: On With the Show!,GBA,2003.0,Action,TDK Mediactive,0.1,0.04,0.0,0.0,0.14
13491,Front Mission,DS,2007.0,Strategy,Square Enix,0.01,0.0,0.03,0.0,0.04
14008,Castlevania: Lords of Shadow - Reverie,PS3,2011.0,Action,Konami Digital Entertainment,0.02,0.01,0.0,0.01,0.04
1791,Rabbids Go Home,Wii,2009.0,Platform,Ubisoft,0.26,0.75,0.0,0.14,1.14
3707,Front Mission 4,PS2,2003.0,Strategy,Square Enix,0.14,0.11,0.25,0.04,0.54
15587,Arabians Lost: The Engagement on Desert,PS2,2007.0,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02
12177,Winning Post 7 2010,PS3,2010.0,Sports,Tecmo Koei,0.0,0.0,0.07,0.0,0.07
8909,Nancy Drew: The White Wolf of Icicle Creek,Wii,2008.0,Adventure,Sega,0.14,0.0,0.0,0.01,0.15
8172,Looney Tunes: Back in Action,GBA,2003.0,Platform,Electronic Arts,0.13,0.05,0.0,0.0,0.18
14710,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,2011.0,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03
2391,NFL GameDay '97,PS,1996.0,Sports,Sony Computer Entertainment,0.48,0.33,0.0,0.06,0.87
2619,Drawn to Life,DS,2007.0,Action,THQ,0.71,0.02,0.0,0.06,0.79
14302,Men of War,PC,2009.0,Strategy,505 Games,0.01,0.02,0.0,0.01,0.03
6085,Wappy Dog,DS,2011.0,Simulation,Activision,0.27,0.0,0.0,0.02,0.29
5103,Kileak: The DNA Imperative,PS,1994.0,Shooter,Sony Computer Entertainment,0.08,0.06,0.21,0.02,0.37
6547,Loving Life with Hello Kitty & Friends,DS,2011.0,Misc,Rising Star Games,0.15,0.08,0.0,0.02,0.26
1408,Dead Rising 2,PS3,2010.0,Action,Capcom,0.43,0.57,0.15,0.22,1.38
15084,X3: Terran War Pack,PC,2012.0,Misc,Deep Silver,0.0,0.02,0.0,0.0,0.02
3259,Viewtiful Joe,GC,2003.0,Action,Capcom,0.38,0.1,0.12,0.02,0.62
6315,Tiger Woods PGA Tour 07,PSP,2006.0,Sports,Electronic Arts,0.2,0.04,0.0,0.04,0.27
11852,SD Gundam: Gashapon Wars,GC,2005.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
8530,Bladestorm: Nightmare,PS4,2015.0,Action,Tecmo Koei,0.07,0.04,0.03,0.02,0.16
7552,Saturday Night Speedway,PS2,2004.0,Racing,Play It,0.1,0.08,0.0,0.03,0.2
15815,Tsuyo Kiss 2 Gakki: Swift Love,PS2,2009.0,Adventure,Revolution (Japan),0.0,0.0,0.02,0.0,0.02
647,Tetris Plus,PS,1996.0,Puzzle,JVC,2.1,0.24,0.0,0.07,2.4
16284,CT Special Forces 2: Back in the Trenches,GBA,2003.0,Shooter,LSP Games,0.01,0.0,0.0,0.0,0.01
2378,Gex,PS,1995.0,Platform,Crystal Dynamics,0.49,0.33,0.0,0.06,0.87
12263,Disney's Chicken Little: Ace In Action,DS,2006.0,Shooter,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.06
2248,Blue Dragon,X360,2006.0,Role-Playing,Microsoft Game Studios,0.3,0.33,0.21,0.08,0.92
9118,MX vs. ATV Reflex,DS,2009.0,Racing,THQ,0.13,0.0,0.0,0.01,0.14
6081,Psi-Ops: The Mindgate Conspiracy,PS2,2004.0,Shooter,Midway Games,0.14,0.11,0.0,0.04,0.29
1594,Black,PS2,2006.0,Shooter,Electronic Arts,1.01,0.04,0.03,0.16,1.25
3058,MLB 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.32,0.25,0.0,0.08,0.66
15459,Digimon Rumble Arena 2,XB,2004.0,Fighting,Atari,0.01,0.0,0.0,0.0,0.02
9932,Castlevania: Curse of Darkness,XB,2005.0,Action,Konami Digital Entertainment,0.09,0.03,0.0,0.0,0.12
13627,Duke Nukem Trilogy: Critical Mass,DS,2011.0,Shooter,Deep Silver,0.04,0.0,0.0,0.0,0.04
1744,Need for Speed: Most Wanted,PSV,2012.0,Racing,Electronic Arts,0.38,0.52,0.01,0.25,1.16
15095,Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,PS2,2008.0,Adventure,Minato Station,0.0,0.0,0.02,0.0,0.02
8699,The Incredible Hulk: The Pantheon Saga,PS,1996.0,Action,Eidos Interactive,0.09,0.06,0.0,0.01,0.16
3534,The Mysterious Murasame Castle,NES,1986.0,Action,Nintendo,0.0,0.0,0.57,0.0,0.57
4279,Mad Max (2015),XOne,2015.0,Action,Warner Bros. Interactive Entertainment,0.26,0.16,0.0,0.04,0.46
13513,Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2,2007.0,Misc,Paon,0.0,0.0,0.04,0.0,0.04
8357,CSI: Fatal Conspiracy,X360,2010.0,Adventure,Ubisoft,0.11,0.04,0.0,0.01,0.17
13505,Heatseeker,PSP,2007.0,Action,Codemasters,0.04,0.0,0.0,0.0,0.04
4187,L.A. Rush,PS2,2005.0,Racing,Midway Games,0.23,0.18,0.0,0.06,0.47
2696,Street Fighter Alpha: Warriors' Dreams,PS,1995.0,Fighting,Virgin Interactive,0.17,0.11,0.43,0.05,0.76
5642,Extreme Pinball,PS,1995.0,Misc,Electronic Arts,0.18,0.12,0.0,0.02,0.32
428,Dance Central,X360,2010.0,Misc,MTV Games,2.15,0.77,0.01,0.26,3.19
7631,Code of Princess,3DS,2012.0,Action,Agatsuma Entertainment,0.16,0.0,0.03,0.01,0.2
14594,Rugby League Live,PS3,2010.0,Sports,Home Entertainment Suppliers,0.0,0.02,0.0,0.01,0.03
3631,NBA Showtime: NBA on NBC,PS,1999.0,Sports,Midway Games,0.31,0.21,0.0,0.04,0.55
14071,Astrology DS,DS,2009.0,Misc,Deep Silver,0.03,0.0,0.0,0.0,0.04
15558,Gon: BakuBakuBakuBaku Adventure,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
1589,Dragon Ball: Daimaou Fukkatsu,NES,1988.0,Role-Playing,Namco Bandai Games,0.0,0.0,1.25,0.0,1.25
8756,Digimon World 4,PS2,2005.0,Role-Playing,Atari,0.08,0.06,0.0,0.02,0.15
7623,Body Harvest,N64,1998.0,Shooter,Gremlin Interactive Ltd,0.16,0.04,0.0,0.0,0.2
5052,Pokemon Channel,GC,2003.0,Adventure,Nintendo,0.24,0.06,0.07,0.01,0.38
12119,Just Dance: Disney Party 2,XOne,2015.0,Action,Ubisoft,0.05,0.01,0.0,0.01,0.07
4162,Super Puyo Puyo 2,SNES,1995.0,Puzzle,Compile,0.0,0.0,0.47,0.0,0.47
12597,Sacred 3,X360,2014.0,Role-Playing,Deep Silver,0.03,0.03,0.0,0.01,0.06
2188,Skylanders: Spyro's Adventure,PS3,2011.0,Action,Activision,0.39,0.4,0.0,0.16,0.95
5987,Majin and the Forsaken Kingdom,PS3,2010.0,Adventure,Namco Bandai Games,0.09,0.14,0.01,0.05,0.29
6545,The Testament of Sherlock Holmes,PS3,2012.0,Adventure,Focus Home Interactive,0.05,0.15,0.0,0.06,0.26
8287,SWAT: Global Strike Team,XB,2003.0,Shooter,Vivendi Games,0.13,0.04,0.0,0.01,0.17
13357,World Championship Poker: Featuring Howard Lederer - All In,X360,2006.0,Misc,Oxygen Interactive,0.04,0.0,0.0,0.0,0.05
7727,Big Mutha Truckers 2,PS2,2005.0,Racing,Xplosiv,0.1,0.07,0.0,0.03,0.2
12484,Disney Sports Skateboarding,GC,2002.0,Sports,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.06
10157,Contra Advance: The Alien Wars EX,GBA,2002.0,Shooter,Konami Digital Entertainment,0.08,0.03,0.0,0.0,0.11
